GEOLOC_CD,MILSTAMP_CD,WTR_BDY_CD,ICAO_CD,CTRY_CD,GEOLOC_NM,GEOLOC_TY_CD,LAT_CN,LONG_CN,UPD_SOURCE,UPDATE_TIME,GEOLOC_INDX,TRX_TIME,TRX_DELETED
DTAM,   ,TW,    ,TAIWN,Chung Li         ,COM,24.916666,121.133333,,0,10623,0,0
DTAN,   ,KS,    ,SKORE,Chunggan Ni      ,COM,35.133333,128.8,,0,10624,0,0
DTAP,   ,KS,    ,SKORE,Chungmu          ,CTY,34.85,128.433333,,0,10625,0,0
DTAQ,   ,KS,    ,SKORE,Chungmun Ni      ,CTY,33.238333,126.429166,,0,10626,0,0
DTAR,   ,KS,    ,SKORE,Chungju          ,CTY,36.983333,127.883333,,0,10627,0,0
DTAS,   ,KS,    ,SKORE,Chungnyong       ,RPA,36.915277,128.390277,,0,10628,0,0
DTAT,   ,KS,    ,SKORE,Chungju          ,ANX,36.983333,127.883333,,0,10629,0,0
DTAU,   ,KS,    ,SKORE,Chupyong         ,CTY,36.637499,128.179166,,0,10630,0,0
DTAV,   ,KS,    ,SKORE,Chungsan         ,CTY,37.25,128.783333,,0,10631,0,0
DTAW,UDK,KS,    ,SKORE,Chungmu          ,PRT,34.833333,128.416666,,0,10632,0,0
DTAX,   ,KS,    ,SKORE,Chungni Is       ,OPA,35.247221,128.524999,,0,10633,0,0
DTAY,7EG,UK,EGXG,UK,Church Fenton    ,MAP,53.833888,-1.194444,,0,10634,0,0
DTBA,   ,KS,    ,SKORE,Chungju          ,ADM,36.966666,127.933333,,0,10635,0,0
DTBB,   ,22,    ,LIA,Church Point     ,CTY,30.416666,-92.183333,,0,10636,0,0
DTBC,   ,KS,    ,SKORE,Chungsa Ri       ,CTY,38.14861,126.997221,,0,10637,0,0
DTBD,   ,24,    ,MLD,Church Creek     ,CTY,38.501944,-76.1525,,0,10638,0,0
DTBE,   ,KS,    ,SKORE,Chungdae Ri      ,CTY,35.566666,128.5,,0,10639,0,0
DTBF,   ,KS,    ,SKORE,Chungpyong       ,CTY,36.783333,127.583333,,0,10640,0,0
DTBG,   ,KS,    ,SKORE,Chupungnyong Ic  ,OPA,36.201388,128.002777,,0,10641,0,0
DTBH,   ,24,    ,MLD,Church Hill      ,CTY,39.133333,-75.983333,,0,10642,0,0
DTBJ,   ,KS,    ,SKORE,Chunjon Ni       ,CTY,37.588888,127.866666,,0,10643,0,0
DTBK,   ,KS,    ,SKORE,Chunsong Ni      ,CTY,35.734721,127.519443,,0,10644,0,0
DTBL,   ,KS,    ,SKORE,Chunyang         ,CTY,36.933333,128.916666,,0,10645,0,0
DTBN,   ,KS,    ,SKORE,Chupo            ,CTY,36.413888,126.587499,,0,10646,0,0
DTBS,1K8,KS,RKTI,SKORE,Jungwon Ab       ,MAP,37.028332,127.882499,,0,10647,0,0
DTCR,   ,51,    ,VIR,Church Road      ,CTY,38.816666,-76.866666,,0,10648,0,0
DTDD,   ,51,    ,VIR,Church View      ,CTY,37.677499,-76.67861,,0,10649,0,0
DTDH,   ,KS,    ,SKORE,Chusam Ni        ,CTY,34.780554,127.663888,,0,10650,0,0
DTDP,   ,38,    ,N DAK,Churchs Ferry    ,CTY,44.3,-99.183333,,0,10651,0,0
DTDR,   ,IN,    ,INDIA,Chushul          ,AFD,33.554722,78.722777,,0,10652,0,0
DTER,   ,CA,    ,CANAD,Churchill        ,CTY,58.75,-94.066666,,0,10653,0,0
DTET,   ,CA,    ,CANAD,Churchill        ,PRT,58.783333,-94.183333,,0,10654,0,0
DTEU,ZUM,CA,CZUM,CANAD,Churchill Falls  ,APT,53.562777,-64.109166,,0,10655,0,0
DTEV,YYQ,CA,CYYQ,CANAD,Churchill        ,CAP,58.75,-94.066666,,0,10656,0,0
DTEX,   ,IT,    ,ITALY,Ciampino         ,CTY,41.8,12.6,,0,10657,0,0
DTEY,   ,24,    ,MLD,Churchton        ,CTY,38.8025,-76.537221,,0,10658,0,0
DTFA,   ,42,    ,PENN,Churchtown       ,CTY,40.133333,-75.965,,0,10659,0,0
DTFB,   ,37,    ,N CAR,Churchland       ,CTY,35.583333,-80.383333,,0,10660,0,0
DTFC,   ,51,    ,VIR,Churchland       ,CTY,36.8,-76.4,,0,10661,0,0
DTFE,   ,24,    ,MLD,Churchville      ,CTY,39.561111,-76.245833,,0,10662,0,0
DTFF,   ,KS,    ,SKORE,Chwachon         ,CTY,35.309722,129.245833,,0,10663,0,0
DTFH,   ,36,    ,N Y,Churchville      ,CTY,43.104166,-77.884721,,0,10664,0,0
DTFL,   ,51,    ,VIR,Churchville      ,CTY,38.22611,-79.1625,,0,10665,0,0
DTFP,   ,19,    ,IOWA,Churdan          ,CTY,42.151944,-94.474166,,0,10666,0,0
DTFS,   ,18,    ,IND,Churubusco       ,CTY,41.230554,-85.319443,,0,10667,0,0
DTFV,   ,36,    ,N Y,Churubusco       ,CTY,44.953888,-73.931943,,0,10668,0,0
DTFY,   ,RQ,    ,PUERT,Ciales           ,CTY,18.333333,-66.466666,,0,10669,0,0
DTHK,   ,48,TS15,TEX,Cibolo Creek Ranc,APT,29.892777,-104.261666,,0,10670,0,0
DTHM,   ,BR,SNCI,BRAZL,Cibrasa          ,AFD,-1.23111,-47.200555,,0,10671,0,0
DTJV,   ,17,    ,ILL,Cicero           ,CTY,41.866666,-87.75,,0,10672,0,0
DTJX,   ,AR,    ,ARGEN,Cienaguillas     ,APT,-22.1075,-65.855833,,0,10673,0,0
DTJZ,   ,CU,    ,CUBA,Cienfuegos       ,CTY,22.166666,-80.45,,0,10674,0,0
DTKC,CF1,CU,    ,CUBA,Cienfuegos       ,PRT,22.133333,-80.45,,0,10675,0,0
DTKE,   ,18,    ,IND,Cicero           ,CTY,40.123888,-86.013333,,0,10676,0,0
DTKL,   ,36,    ,N Y,Cicero           ,CTY,43.175554,-76.119721,,0,10677,0,0
DTKU,   ,54,    ,W VA,Cicerone         ,CTY,38.619721,-81.508888,,0,10678,0,0
DTKX,ICI,FJ,NFCI,FIJI,Cicia            ,APT,-17.744444,-179.3625,,0,10679,0,0
DTLA,DTL,27,KDTL,,Detroit Lakes Wet,APT,46.825277,-95.885833,,,,,
DTLD,   ,RQ,    ,PUERT,Cidra            ,CTY,18.183333,-66.166666,,0,10680,0,0
DTLG,   ,CA,CJW7,CANAD,Cigar Lake       ,AFD,58.053055,-104.484444,,0,10681,0,0
DTLV,IGL,TU,LTBL,TURKY,Cigli            ,JAP,38.513333,27.010833,,0,10682,0,0
DTNS,ONJ,JA,RJSR,,Odate Noshiro    ,CAP,40.191944,140.371388,,,,,
DTPJ,   ,TU,    ,TURKY,Cigli            ,POL,38.516666,27.016666,,0,10683,0,0
DTPP,   ,TU,LTBD,TURKY,Cildir           ,AFD,37.816111,27.895833,,0,10684,0,0
DTPQ,   ,ID,    ,INDON,Cijulang         ,AFD,-7.71861,108.490555,,0,10685,0,0
DTPT,   ,RQ,    ,PUERT,Cibuco           ,COM,18.483333,-66.366666,,0,10686,0,0
DTPZ,   ,FR,    ,FRANC,Cigogne          ,CTY,47.25,0.933333,,0,10687,0,0
DTQM,   ,IT,    ,ITALY,Cima Gallina Rad ,RRL,45,12,,0,10688,0,0
DTRB,   ,IT,    ,ITALY,Cima Gallina     ,CTY,46.033333,9.1,,0,10689,0,0
DTRF,   ,8,    ,COL,Cimarron         ,CTY,38.442499,-107.556111,,0,10690,0,0
DTRL,   ,20,    ,KAN,Cimarron         ,CTY,37.806666,-100.347777,,0,10691,0,0
DTRP,   ,VE,    ,VENEZ,Cinaruco 8       ,APT,6.466388,-69.080277,,0,10692,0,0
DTRR,   ,GM,    ,GERMA,Cinc Pers Hsg    ,FHG,49.415555,8.746388,,0,10693,0,0
DTRT,   ,35,    ,N MEX,Cimarron         ,CTY,36.466666,-104.933333,,0,10694,0,0
DTRU,CIM,CO,SKCM,COLOM,Cimitarra        ,APT,6.370832,-73.971388,,0,10695,0,0
DTTB,LUK,39,KLUK,OHIO,Cincinnati Muni L,CAP,39.103333,-84.41861,,0,10696,0,0
DTUL,   ,19,    ,IOWA,Cincinnati       ,CTY,40.630832,-92.924443,,0,10697,0,0
DTVB,CVG,21,KCVG,KEN,Cincinnati Northe,CAP,39.048888,-84.667777,,0,10698,0,0
DTVD,   ,18,    ,IND,Cincinnati       ,CTY,39.019999,-86.728888,,0,10699,0,0
DTVP,   ,39,    ,OHIO,Cincinnati       ,CTY,39.1,-84.5,,0,10700,0,0
DTVT,   ,39,    ,OHIO,Cincinnati       ,ADM,39.1,-84.416666,,0,10701,0,0
DTWB,   ,39,    ,OHIO,Cincinnati       ,DFP,39.433333,-84.5,,0,10702,0,0
DTWF,   ,39,    ,OHIO,Cincinnati Afit01,SCH,39.1,-84.5,,0,10703,0,0
DTWG,   ,39,    ,OHIO,Cincinnati Afit02,SCH,39.1,-84.5,,0,10704,0,0
DTWH,   ,39,    ,OHIO,Cincinnati Afit03,SCH,39.1,-84.5,,0,10705,0,0
DTWJ,   ,39,    ,OHIO,Cincinnati Afit04,SCH,39.1,-84.5,,0,10706,0,0
DTWK,   ,39,    ,OHIO,Cincinnati Afit05,SCH,39.1,-84.5,,0,10707,0,0
DTWL,   ,39,    ,OHIO,Cincinnati Afit06,SCH,39.1,-84.5,,0,10708,0,0
DTWM,   ,39,    ,OHIO,Cincinnati Afit07,SCH,39.1,-84.5,,0,10709,0,0
DTWN,   ,39,    ,OHIO,Cincinnati Afit08,SCH,39.1,-84.5,,0,10710,0,0
DTWP,   ,39,    ,OHIO,Cincinnati 01    ,CTY,39.166666,-84.5,,0,10711,0,0
DTXM,   ,36,    ,N Y,Cincinnatus      ,CTY,42.542221,-75.89611,,0,10712,0,0
DTXN,   ,54,    ,W VA,Cinco            ,CTY,38.336944,-81.466388,,0,10713,0,0
DTYB,   ,PO,    ,PORTU,Cinco Picos      ,COM,38.716666,-27.15,,0,10714,0,0
DTYD,   ,AR,    ,ARGEN,Cinco Saltos     ,APT,-38.801111,-68.035277,,0,10715,0,0
DTYF,   ,21,    ,KEN,Cinda            ,CTY,37.107222,-83.294721,,0,10716,0,0
DTYJ,   ,34,    ,N J,Cinnaminson      ,CTY,40.0075,-74.996666,,0,10717,0,0
DTYK,   ,54,    ,W VA,Cinderella       ,CTY,37.684166,-82.236666,,0,10718,0,0
DTYP,   ,53,    ,WASH,Cinebar          ,CTY,46.604444,-122.530554,,0,10719,0,0
DTYT,   ,2,    ,ALS,Circle           ,RPA,65.824999,-144.058333,,0,10720,0,0
DUAA,   ,36,    ,N Y,Dutchess County  ,CTY,41.8,-73.783333,,0,10721,0,0
DUAB,   ,2,    ,ALS,Circle Springs   ,CTY,65.483333,-144.666666,,0,10722,0,0
DUAC,DUE,AO,FNDU,ANGOL,Dundo            ,APT,-7.400833,20.81861,,0,10723,0,0
DUAD,   ,12,KX58,FLA,Indiantown       ,APT,27.036388,-80.439999,,0,10724,0,0
DUAE,   ,47,    ,TENN,Dunlop           ,CTY,35.416666,-85.666666,,0,10725,0,0
DUAF,   ,ID,    ,INDON,Dusun Aro Jambi  ,APT,-1.637221,103.278054,,0,10726,0,0
DUAH,E11,SA,    ,SAUDI,Dumayyigh        ,APT,27.144444,47.060277,,0,10727,0,0
DUAJ,   ,WA,    ,NAMIB,Duaf             ,APT,-21.083333,17.1,,0,10728,0,0
DUAS,   ,20,    ,KAN,Circleville      ,CTY,39.508333,-95.858333,,0,10729,0,0
DUAT,   ,SP,    ,SPAIN,Ciudadela        ,PRT,40,3.833333,,0,10730,0,0
DUBE,   ,36,    ,N Y,Circleville      ,CTY,41.514166,-74.383888,,0,10731,0,0
DUCB,   ,39,    ,OHIO,Circleville      ,CTY,39.6,-82.95,,0,10732,0,0
DUCG,   ,UK,    ,UK,Cirencester      ,CTY,51.733333,-1.983333,,0,10733,0,0
DUCK,   ,34,    ,N J,Cinnaminson 01   ,CTY,40.0075,-74.996666,,0,10734,0,0
DUCL,   ,PE,SPAC,PERU,Ciro Alegria     ,APT,-4.566666,-77.916666,,0,10735,0,0
DUCN,   ,54,    ,W VA,Circleville      ,CTY,38.670832,-79.491388,,0,10736,0,0
DUCP,   ,FR,    ,FRANC,Cinq Mars La Pile,CTY,47.35,2.983333,,0,10737,0,0
DUCQ,   ,CO,    ,COLOM,El Algodonal     ,APT,8.386666,-75.22111,,0,10738,0,0
DUCU,   ,13,    ,GEO,Cisco            ,CTY,34.951111,-84.736388,,0,10739,0,0
DUDF,   ,17,    ,ILL,Cisco            ,CTY,40.011388,-88.72611,,0,10740,0,0
DUDP,   ,21,    ,KEN,Cisco            ,CTY,37.8525,-83.135277,,0,10741,0,0
DUDW,   ,48,    ,TEX,Cisco            ,AIN,32.4,-98.983333,,0,10742,0,0
DUEB,   ,48,    ,TEX,Cisco            ,CTY,32.383333,-98.983333,,0,10743,0,0
DUEF,   ,12,    ,FLA,Citra            ,CTY,29.416666,-82.113888,,0,10744,0,0
DUEG,   ,1,    ,ALA,Citronelle       ,CTY,31.083333,-88.233333,,0,10745,0,0
DUEH,   ,51,    ,VIR,Cismont          ,CTY,38.0575,-78.313888,,0,10746,0,0
DUEL,   ,17,    ,ILL,Cisne            ,CTY,38.515833,-88.437499,,0,10747,0,0
DUEM,   ,CO,    ,COLOM,Cispata          ,PRT,9.383333,-75.766666,,0,10748,0,0
DUES,   ,17,    ,ILL,Cissna Park      ,CTY,40.564722,-87.893055,,0,10749,0,0
DUFB,   ,6,    ,CAL,Citrus Heights   ,CTY,38.7,-121.266666,,0,10750,0,0
DUFC,LCY,UK,EGLC,UK,City             ,CAP,51.504722,0.054722,ILAP (type),1075769189,10751,0,0
DUFJ,   ,41,KS33,ORE,City Co          ,CAP,44.670277,-121.155277,,0,10752,0,0
DUFL,   ,MX,    ,MEXIC,Ciudad Juarez    ,CTY,31.7,-106.483333,,0,10753,0,0
DUFM,CME,MX,MMCE,MEXIC,Ciudad Del Carmen,CAP,18.653611,-91.798888,,0,10754,0,0
DUFP,CEN,MX,MMCN,MEXIC,Ciudad Obregon In,CAP,27.392499,-109.833054,,0,10755,0,0
DUFQ,   ,MX,    ,MEXIC,Ciudad Madero    ,PRT,22.25,-97.816666,,0,10756,0,0
DUFR,ACN,MX,MMCC,MEXIC,Ciudad Acuna Intl,APT,29.333888,-101.100833,,0,10757,0,0
DUFS,   ,MX,    ,MEXIC,Ciudad Aleman    ,APT,18.208888,-96.09111,,0,10758,0,0
DUFT,CBL,VE,SVCB,VENEZ,Ciudad Bolivar   ,CAP,8.128054,-63.537499,,0,10759,0,0
DUFU,   ,MX,MM48,MEXIC,Ciudad Pemex     ,APT,17.879999,-92.475832,,0,10760,0,0
DUFV,   ,VE,    ,VENEZ,Ciudad Bolivar   ,PRT,8.15,-63.533333,,0,10761,0,0
DUFY,   ,VE,SVDW,VENEZ,Ciudad Piar      ,APT,7.492777,-63.270277,,0,10762,0,0
DUGB,   ,SP,    ,SPAIN,Ciudad Real      ,CTY,38.983333,-3.933333,,0,10763,0,0
DUGE,   ,DR,    ,DOMRP,Ciudad Trujillo  ,CTY,18.5,-69.95,,0,10764,0,0
DUGH,   ,IT,    ,ITALY,Civitavecchia    ,CTY,42.1,11.8,,0,10765,0,0
DUGL,   ,20,    ,KAN,Claflin          ,CTY,38.524999,-98.533333,,0,10766,0,0
DUGM,KF6,IT,    ,ITALY,Civitavecchia    ,PRT,42.083333,11.783333,,0,10767,0,0
DUGQ,   ,24,    ,MLD,Claiborne        ,CTY,38.837499,-76.278054,,0,10768,0,0
DUGW,   ,46,    ,S DAK,Claire City      ,CTY,45.857222,-97.103333,,0,10769,0,0
DUHW,   ,41,    ,ORE,Clackamas        ,CTY,45.416666,-122.583333,,0,10770,0,0
DUHZ,   ,22,    ,LIA,Claiborne        ,TNG,31.35,-92.566666,,0,10771,0,0
DUJA,   ,1,    ,ALA,Claiborne Ala R  ,DOC,31.614722,-87.55,,0,10772,0,0
DUJB,   ,42,    ,PENN,Clairton         ,CTY,40.283333,-79.933333,,0,10773,0,0
DUJH,   ,53,    ,WASH,Clallam          ,CTY,48.266666,-124.283333,,0,10774,0,0
DUJM,   ,53,    ,WASH,Clallam Bay      ,CTY,48.254722,-124.258333,,0,10775,0,0
DUKR,   ,2,    ,ALS,Clam Gulch       ,RPA,60.241666,-151.388888,,0,10776,0,0
DUMP,DUM,ID,WIBD,,Pinang Kampai    ,APT,1.609166,101.43361,,,,,
DUNB,   ,2,    ,ALS,Clam Lagoon      ,CTY,51.95,-176.583333,,0,10777,0,0
DUND,   ,2,    ,ALS,Clam Lagoon      ,NYI,51.95,-176.583333,,0,10778,0,0
DUNF,   ,FR,    ,FRANC,Clamart          ,CTY,48.816666,2.316666,,0,10779,0,0
DUNH,   ,1,    ,ALA,Clanton          ,CTY,32.816666,-86.633333,,0,10780,0,0
DUPF,   ,55,    ,WISC,Clam Lake        ,CTY,46.583333,-90.883333,,0,10781,0,0
DUQG,   ,12,    ,FLA,Clarcona         ,CTY,28.6125,-81.498888,,0,10782,0,0
DUQH,   ,19,    ,IOWA,Clare            ,CTY,42.587221,-94.345277,,0,10783,0,0
DUQJ,   ,17,    ,ILL,Clare            ,CTY,42.016111,-88.829166,,0,10784,0,0
DUQK,   ,24,    ,MLD,Clara            ,CTY,38.33611,-75.769443,,0,10785,0,0
DUQM,   ,MU,    ,OMAN,Duqm             ,AFD,19.634721,57.640555,,0,10786,0,0
DURH,   ,37,    ,N CAR,Durham           ,RTC,36.003888,-78.901388,,0,10787,0,0
DUSB,   ,26,    ,MICH,Clare            ,CTY,43.816666,-84.766666,,0,10788,0,0
DUUB,   ,6,    ,CAL,Claremont        ,CTY,34.1,-117.75,,0,10789,0,0
DUVE,   ,17,    ,ILL,Claremont        ,CTY,38.719443,-87.971388,,0,10790,0,0
DUWK,CNH,33,KCNH,N H,Claremont Muni   ,APT,43.370277,-72.36861,,0,10791,0,0
DUWT,   ,33,    ,N H,Claremont        ,CTY,43.363888,-72.299166,,0,10792,0,0
DUXQ,   ,46,    ,S DAK,Claremont        ,CTY,45.671943,-98.015277,,0,10793,0,0
DUXY,   ,51,    ,VIR,Claremont        ,CTY,37.227777,-76.964444,,0,10794,0,0
DUYK,   ,40,    ,OKLA,Claremore        ,CTY,36.283333,-95.616666,,0,10795,0,0
DUYL,   ,40,KGCM,OKLA,Claremore Rgnl   ,AFD,36.294444,-95.463055,,0,10796,0,0
DUYP,   ,17,    ,ILL,Clarence         ,CTY,40.463888,-87.970832,,0,10797,0,0
DUYU,   ,19,    ,IOWA,Clarence         ,CTY,41.888888,-91.056388,,0,10798,0,0
DUZM,   ,36,    ,N Y,Clarence         ,CTY,42.976666,-78.592221,,0,10799,0,0
DUZW,   ,36,    ,N Y,Clarence Center  ,CTY,43.010555,-78.637777,,0,10800,0,0
DVAA,1MZ,51,    ,VIR,Deployment Va Are,PRT,36.850277,-76.316943,,0,0,,0
DVAE,MA1,SH,    ,STHEL,Clarence Bay     ,PRT,-7.916666,-14.416666,,0,10801,0,0
DVAM,IRK,29,KIRK,MO,Kirksville Rgnl  ,CAP,40.09361,-92.544999,,0,10802,0,0
DVAP,   ,5,    ,ARK,Clarendon        ,CTY,34.693055,-91.313611,,0,10803,0,0
DVAQ,   ,50,    ,VT,Clarendon        ,CTY,43.058333,-72.991666,,0,10804,0,0
DVAV,   ,36,    ,N Y,Clarendon        ,CTY,43.193333,-78.065,,0,10805,0,0
DVBX,   ,17,    ,ILL,Clarendon Hills  ,CTY,41.797499,-87.954722,,0,10806,0,0
DVCJ,   ,CA,CCZ3,CANAD,Clarenville      ,APT,48.274721,-53.923888,,0,10807,0,0
DVCK,   ,CA,    ,CANAD,Clarenville      ,CTY,48.15,-53.95,,0,10808,0,0
DVEK,   ,CA,    ,CANAD,Claresholm       ,CTY,50.033333,-113.55,,0,10809,0,0
DVER,   ,19,    ,IOWA,Clarinda         ,CTY,40.741944,-95.038055,,0,10810,0,0
DVGF,   ,19,    ,IOWA,Clarion          ,CTY,42.731666,-93.732777,,0,10811,0,0
DVGK,   ,42,    ,PENN,Clarion          ,CTY,41.216666,-79.383333,,0,10812,0,0
DVHU,   ,40,    ,OKLA,Clarita          ,CTY,34.482777,-96.433054,,0,10813,0,0
DVJG,   ,8,    ,COL,Clark            ,CTY,40.706111,-106.91861,,0,10814,0,0
DVJH,   ,34,    ,N J,Clark            ,CTY,40.640833,-74.311111,,0,10815,0,0
DVKK,DVK,CA,CDK2,,Diavik           ,APT,64.511388,-110.289444,,,,,
DVLK,CRK,RP,RPLC,PHILI,Clark Intl       ,APT,15.166666,120.55,,0,10816,0,0
DVMK,   ,46,    ,S DAK,Clark            ,CTY,44.866666,-97.75,,0,10817,0,0
DVML,   ,RP,    ,PHILI,Clark            ,POL,15.15,120.55,,0,10818,0,0
DVMR,   ,RP,    ,PHILI,Clark Ab         ,COM,15.15,120.55,,0,10819,0,0
DVNM,   ,RP,    ,PHILI,Clark Air Base   ,NYI,15.183333,120.55,,0,10820,0,0
DVRG,   ,56,    ,WYO,Clark            ,CTY,44.899444,-109.150277,,0,10821,0,0
DVRR,   ,16,    ,IDA,Clark Fork       ,CTY,48.145277,-116.174721,,0,10822,0,0
DVSL,   ,36,    ,N Y,Clark Hill 01    ,DEP,43.233333,-75.4,,0,10823,0,0
DVSW,   ,45,    ,S CAR,Clark Hill Dam   ,CTY,33.65,-82.2,,0,10824,0,0
DVSX,   ,45,    ,S CAR,Clark Hill Usa En,ADM,33.666388,-82.183054,,0,10825,0,0
DVTA,   ,KS,    ,SKORE,Div Taa          ,OPA,37.351388,126.863888,,0,0,,0
DVTC,   ,36,    ,N Y,Clark Mills      ,CTY,43.092221,-75.379999,,0,10826,0,0
DVTL,   ,1,    ,ALA,Clarke           ,CTY,33.716666,-87.25,,0,10827,0,0
DVTR,   ,56,    ,WYO,Clark Instru Rout,COM,44.846666,-104.576666,,0,10828,0,0
DVTS,   ,13,    ,GEO,Clarkdale        ,CTY,33.830832,-84.649721,,0,10829,0,0
DVUL,   ,CA,    ,CANAD,Clarke City      ,CTY,50.183333,-66.65,,0,10830,0,0
DVUP,   ,5,    ,ARK,Clarkedale       ,CTY,35.309166,-90.23611,,0,10831,0,0
DVUS,   ,13,    ,GEO,Clarkesville     ,CTY,34.6125,-83.524999,,0,10832,0,0
DVUY,   ,16,    ,IDA,Clarkia          ,CTY,47.010833,-116.251944,,0,10833,0,0
DVVH,   ,5,    ,ARK,Clarkridge       ,CTY,36.477777,-92.351111,,0,10834,0,0
DVVP,   ,31,    ,NEB,Clarks           ,CTY,41.215277,-97.835555,,0,10835,0,0
DVVQ,   ,RP,    ,PHILI,Angeles City     ,STG,15.15,120.583333,,0,10836,0,0
DVVV,   ,18,    ,IND,Clarks Hill      ,CTY,40.246944,-86.724999,,0,10837,0,0
DVWS,YF7,2,    ,ALS,Clarks Point     ,PRT,58.841666,-158.55,,0,10838,0,0
DVWV,   ,42,    ,PENN,Clarks Summit    ,CTY,41.483333,-75.716666,,0,10839,0,0
DVWY,   ,34,    ,N J,Clarksboro       ,CTY,39.799721,-75.224166,,0,10840,0,0
DVXE,   ,18,    ,IND,Clarksburg       ,CTY,39.433333,-85.347777,,0,10841,0,0
DVXH,   ,24,    ,MLD,Clarksburg       ,CTY,39.23861,-77.279721,,0,10842,0,0
DVXP,   ,34,    ,N J,Clarksburg       ,CTY,40.18861,-74.44111,,0,10843,0,0
DVYP,   ,54,    ,W VA,Clarksburg       ,CTY,39.266666,-80.35,,0,10844,0,0
DVYQ,   ,54,    ,W VA,Clarksburg       ,RTC,39.279166,-80.381388,,0,10845,0,0
DWCT,   ,28,    ,MISS,Clarksdale       ,CTY,34.2,-90.55,,0,10846,0,0
DWCU,   ,28,    ,MISS,Lyon             ,RTC,34.257222,-90.497777,,0,10847,0,0
DWCY,   ,51,    ,,Dinwiddie Cty    ,CTY,37.077777,-77.586944,,,,,
DWCZ,   ,31,    ,NEB,Clarkson         ,CTY,41.726666,-97.121943,,0,10848,0,0
DWDA,   ,36,    ,N Y,Clarkson         ,CTY,43.233054,-77.927777,,0,10849,0,0
DWDB,   ,13,    ,GEO,Clarkston        ,CTY,33.801388,-84.234444,,0,10850,0,0
DWDE,   ,26,    ,MICH,Clarkston        ,CTY,42.733333,-83.433333,,0,10851,0,0
DWEG,   ,53,    ,WASH,Clarkston        ,CTY,46.433333,-117.033333,,0,10852,0,0
DWET,   ,5,    ,ARK,Clarksville      ,CTY,35.466666,-93.416666,,0,10853,0,0
DWEX,   ,10,    ,DEL,Clarksville      ,CTY,38.548888,-75.148055,,0,10854,0,0
DWEZ,   ,18,    ,IND,Clarksville      ,CTY,40.032221,-85.9125,,0,10855,0,0
DWFB,   ,12,    ,FLA,Clarksville      ,CTY,30.436666,-85.18611,,0,10856,0,0
DWFC,   ,12,74FD,FLA,Clarksville      ,APT,30.464166,-85.177221,,0,10857,0,0
DWFF,   ,19,    ,IOWA,Clarksville      ,CTY,42.784721,-92.667499,,0,10858,0,0
DWFK,   ,24,    ,MLD,Clarksville      ,CTY,39.216666,-76.966666,,0,10859,0,0
DWFX,   ,36,    ,N Y,Clarksville      ,CTY,42.55,-73.966666,,0,10860,0,0
DWGX,   ,47,    ,TENN,Clarksville      ,CTY,36.516666,-87.35,,0,10861,0,0
DWGZ,   ,47,    ,TENN,Clarksville      ,STG,36.516666,-87.35,,0,10862,0,0
DWHF,   ,48,    ,TEX,Clarksville      ,CTY,33.6,-95.016666,,0,10863,0,0
DWHR,   ,51,    ,VIR,Clarksville      ,CTY,36.623888,-78.557222,,0,10864,0,0
DWJZ,   ,6,    ,CAL,Claremont Afit 01,SCH,34,-118,,0,10865,0,0
DWKE,   ,36,    ,N Y,Claryville       ,CTY,41.918332,-74.572777,,0,10866,0,0
DWKP,   ,16,    ,,Dworshak Proj    ,RPA,46.515,-116.295833,,,,,
DWKT,   ,31,    ,NEB,Clatonia         ,CTY,40.465277,-96.849444,,0,10867,0,0
DWLJ,   ,41,    ,ORE,Clatskanie       ,CTY,46.1,-123.2,,0,10868,0,0
DWLN,   ,41,    ,ORE,Clatskanie       ,PRT,45.3,-123.816666,,0,10869,0,0
DWLX,AST,41,KAST,ORE,Astoria Rgnl     ,JAP,46.158055,-123.87861,,0,10870,0,0
DWMQ,   ,51,    ,VIR,Claudville       ,CTY,36.589444,-80.41861,,0,10871,0,0
DWNX,   ,12,    ,FLA,Clausen          ,MSL,30.384166,-86.447499,,0,10872,0,0
DWPC,   ,GM,    ,GERMA,Clausen          ,CTY,49.266666,7.683333,,0,10873,0,0
DWPD,   ,GM,    ,GERMA,Clausn Ammo Ar 59,AMO,49.266666,7.713333,,0,10874,0,0
DWPH,   ,UK,    ,UK,Clavering        ,CTY,51.95,0.133333,,0,10875,0,0
DWPJ,   ,36,04NY,N Y,Klaverack        ,AFD,42.262222,-73.69611,,0,10876,0,0
DWPL,   ,36,    ,N Y,Claverack        ,CTY,42.216666,-73.716666,,0,10877,0,0
DWPM,   ,RP,    ,PHILI,Aparri Claveria  ,PRT,18.6,121.033333,,0,10878,0,0
DWQX,   ,26,    ,MICH,Clawson          ,CTY,42.6,-82.833333,,0,10879,0,0
DWRC,   ,13,    ,GEO,Claxton          ,CTY,32.166666,-81.9,,0,10880,0,0
DWRF,   ,21,    ,KEN,Clay             ,CTY,37.476666,-87.819999,,0,10881,0,0
DWRG,   ,6,    ,CAL,Clay             ,CTY,38.33611,-121.158333,,0,10882,0,0
DWRK,   ,36,    ,N Y,Clay             ,CTY,43.185833,-76.172777,,0,10883,0,0
DWRR,   ,54,    ,W VA,Clay             ,CTY,38.460277,-81.085277,,0,10884,0,0
DWRV,   ,31,    ,NEB,Clay Center      ,CTY,40.521666,-98.055,,0,10885,0,0
