GEOLOC_CD,MILSTAMP_CD,WTR_BDY_CD,ICAO_CD,CTRY_CD,GEOLOC_NM,GEOLOC_TY_CD,LAT_CN,LONG_CN,UPD_SOURCE,UPDATE_TIME,GEOLOC_INDX,TRX_TIME,TRX_DELETED
AHJD,   ,42,    ,PENN,Ambridge         ,CTY,40.583333,-80.25,,0,1449,0,0
AHJE,   ,51,    ,VIR,Amburg           ,CTY,37.553611,-76.358611,,0,1450,0,0
AHJG,   ,FR,    ,FRANC,Ambrose          ,CTY,44.333333,7.666666,,0,1451,0,0
AHJH,   ,13,    ,GEO,Ambrose          ,CTY,31.59361,-83.014444,,0,1452,0,0
AHJM,   ,38,    ,N DAK,Ambrose          ,CTY,48.95,-103.466666,,0,1453,0,0
AHKN,   ,36,    ,N Y,Ambrose Light    ,PRT,40.45,-73.483333,,0,1454,0,0
AHKR,YL4,2,    ,ALS,Amchitka         ,PRT,52.533333,179,,0,1455,0,0
AHLM,   ,38,    ,N DAK,Ambrose Junction ,CTY,48.416666,-101.35,,0,1456,0,0
AHLR,   ,21,    ,KEN,Amburgey         ,CTY,37.261388,-82.99861,,0,1457,0,0
AHLT,AHT,2,    ,ALS,Amchitka Island  ,APT,51.378332,179.270554,,0,1458,0,0
AHLU,   ,RS,    ,RUSSI,Amderma          ,PRT,69.75,61.65,,0,1459,0,0
AHLV,   ,54,    ,W VA,Ameagle          ,CTY,37.949721,-81.418888,,0,1460,0,0
AHMF,   ,31,    ,NEB,Amelia           ,CTY,42.235555,-98.911666,,0,1461,0,0
AHMG,AHC,6,KAHC,CAL,Amedee Aaf       ,MAP,40.266388,-120.151388,,0,1462,0,0
AHMM,   ,39,    ,OHIO,Amelia           ,CTY,39.033333,-84.216666,,0,1463,0,0
AHMN,   ,51,    ,VIR,Amelia           ,CTY,37.35,-77.983333,,0,1464,0,0
AHMP,   ,GM,    ,GERMA,Amelia Earhrt Hot,SVC,50.068054,8.231388,,0,1465,0,0
AHNL,AML,IT,LIBA,ITALY,Amendola         ,MAP,41.540277,15.714722,,0,1466,0,0
AHNM,   ,IT,    ,ITALY,Amendolara       ,CTY,39.95,16.583333,,0,1467,0,0
AHNQ,   ,17,    ,ILL,America          ,CTY,37.138333,-89.12361,,0,1468,0,0
AHNR,   ,GM,    ,GERMA,American Arms Hot,SVC,50.076388,8.252222,,0,1469,0,0
AHNV,   ,38,    ,N DAK,Amenia           ,CTY,47.005,-97.21861,,0,1470,0,0
AHPA,   ,16,    ,IDA,American Falls   ,CTY,43,-112.666666,,0,1471,0,0
AHPH,   ,49,    ,UTAH,American Fork    ,CTY,40.383333,-111.8,,0,1472,0,0
AHPJ,   ,53,    ,WASH,American Lake    ,COM,47.116666,-122.566666,,0,1473,0,0
AHPM,   ,13,    ,GEO,Americus         ,CTY,32.066666,-84.233333,,0,1474,0,0
AHPN,   ,13,    ,GEO,Americus         ,STG,32.072221,-84.23111,,0,1475,0,0
AHPS,   ,CA,    ,CANAD,Amery            ,COM,56.75,-94,,0,1476,0,0
AHPT,   ,20,    ,KAN,Americus         ,CTY,38.506944,-96.261666,,0,1477,0,0
AHQH,   ,19,    ,IOWA,Ames             ,RTC,42.007222,-93.629721,,0,1478,0,0
AHQM,   ,19,    ,IOWA,Ames             ,CTY,42.034721,-93.619721,,0,1479,0,0
AHQN,   ,36,    ,N Y,Ames             ,CTY,42.837499,-74.601944,,0,1480,0,0
AHQP,   ,20,    ,KAN,Ames             ,RPA,39.569443,-97.441666,,0,1481,0,0
AHQR,   ,31,    ,NEB,Ames             ,CTY,41.453611,-96.625832,,0,1482,0,0
AHQS,   ,25,    ,MASS,Amesbury         ,CTY,42.85,-70.933333,,0,1483,0,0
AHQT,   ,40,    ,OKLA,Ames             ,CTY,36.245833,-98.184999,,0,1484,0,0
AHRC,   ,GR,    ,GREEC,Amfipolis        ,PRT,40.766666,23.85,,0,1485,0,0
AHRD,   ,GR,    ,GREEC,Amfilokhia       ,PRT,38.866666,21.166666,,0,1486,0,0
AHRE,   ,8,    ,COL,Amherst          ,CTY,40.682777,-102.165555,,0,1487,0,0
AHRG,   ,23,    ,MNE,Amherst          ,CTY,44.833333,-68.365,,0,1488,0,0
AHRK,   ,IN,    ,INDIA,Amarda Road      ,AFD,21.815833,87.045833,,0,1489,0,0
AHRM,   ,25,    ,MASS,Amherst          ,CTY,42.383333,-72.516666,,0,1490,0,0
AHRP,   ,31,    ,NEB,Amherst          ,CTY,40.768888,-99.269443,,0,1491,0,0
AHRS,   ,36,    ,N Y,Amherst          ,CTY,43.016666,-78.766666,,0,1492,0,0
AHRW,   ,36,    ,N Y,Buffalo          ,RTC,42.973332,-78.773054,,0,1493,0,0
AHSC,   ,46,    ,S DAK,Amherst          ,CTY,45.738055,-97.920832,,0,1494,0,0
AHSG,   ,51,    ,VIR,Amherst          ,CTY,37.584999,-79.051666,,0,1495,0,0
AHSN,   ,54,    ,W VA,Amherstdale      ,CTY,37.785277,-81.809444,,0,1496,0,0
AHSQ,   ,38,    ,N DAK,Amidon           ,CTY,46.483333,-103.316666,,0,1497,0,0
AHSS,   ,38,    ,N DAK,Amidon Radar Bomb,MFC,46.605555,-103.2,,0,1498,0,0
AHST,   ,48,    ,TEX,Amistad Dam      ,COM,29.566666,-101.25,,0,1499,0,0
AHSW,   ,54,    ,W VA,Amigo            ,CTY,37.596388,-81.32111,,0,1500,0,0
AHTA,   ,51,    ,VIR,Amissville       ,CTY,38.671388,-77.995833,,0,1501,0,0
AHTE,   ,22,    ,LIA,Amite            ,CTY,30.7,-90.5,,0,1502,0,0
AHTG,   ,5,    ,ARK,Amity            ,CTY,34.264722,-93.460833,,0,1503,0,0
AHTJ,   ,UK,    ,UK,Amwell           ,CTY,51.8,-0.016666,,0,1504,0,0
AHTM,   ,36,    ,N Y,Amityville       ,CTY,40.666666,-73.366666,,0,1505,0,0
AHTN,   ,JO,    ,JORDN,Amman Royal Jordi,MAP,31.972221,35.991666,,0,1506,0,0
AHTP,   ,54,    ,W VA,Amma             ,CTY,38.56861,-81.265833,,0,1507,0,0
AHTR,   ,UK,    ,UK,Amlwch           ,PRT,53.416666,-4.333333,,0,1508,0,0
AHTS,   ,JO,    ,JORDN,Amman            ,CTY,31.966666,35.933333,,0,1509,0,0
AHTT,   ,51,    ,VIR,Ammon            ,CTY,37.211111,-77.768332,,0,1510,0,0
AHTU,   ,KS,    ,SKORE,Amnok            ,RPA,35.191666,127.374999,,0,1511,0,0
AHTV,ADJ,JO,OJAM,JORDN,Marka Intl       ,IAP,31.972221,35.989999,,0,1512,0,0
AHTW,   ,18,    ,IND,Amo              ,CTY,39.688055,-86.613611,,0,1513,0,0
AHTX,   ,51,    ,VIR,Amonate          ,CTY,37.190833,-81.638888,,0,1514,0,0
AHUA,   ,16,    ,IDA,Ammon            ,CTY,43.469721,-111.965833,,0,1515,0,0
AHUB,   ,40,    ,OKLA,Amorita          ,CTY,36.924443,-98.291388,,0,1516,0,0
AHUE,   ,28,    ,MISS,Amory            ,CTY,34,-88.5,,0,1517,0,0
AHUK,ATQ,IN,VIAR,INDIA,Amritsar         ,CAP,31.706944,74.797221,,0,1518,0,0
AHUL,YEY,CA,CYEY,CANAD,Amos Magny       ,CAP,48.563888,-78.249721,,0,1519,0,0
AHUM,   ,NL,    ,NETHE,Amsterdam        ,CTY,52.366666,4.9,,0,1520,0,0
AHUN,GOY,CE,VCCG,SRLNK,Amparai          ,APT,7.336666,81.627499,,0,1521,0,0
AHUP,   ,SW,ESUA,SWEDN,Amsele           ,APT,64.571666,19.318054,,0,1522,0,0
AHUQ,   ,51,    ,VIR,Ampt Hill        ,CTY,37.451666,-77.444999,,0,1523,0,0
AHUR,JG2,NL,    ,NETHE,Amsterdam        ,PRT,52.366666,4.9,ILAP (WPS),1075769497,1524,0,0
AHUU,   ,NL,    ,NETHE,Amstenrade       ,CTY,50.966666,5.950277,,0,1525,0,0
AHUW,   ,13,    ,GEO,Amsterdam        ,CTY,30.727221,-84.435833,,0,1526,0,0
AHUZ,CU4,VE,    ,VENEZ,Amuay Bay        ,PRT,11.75,-70.233333,,0,1527,0,0
AHVF,   ,48,0XS7,TEX,Anacacho Ranch   ,APT,29.19361,-100.279999,,0,1528,0,0
AHVJ,   ,BR,SWNS,BRAZL,Anapolis         ,APT,-16.362222,-48.927221,,0,1529,0,0
AHVL,AAO,VE,SVAN,VENEZ,Anaco            ,APT,9.430554,-64.471666,,0,1530,0,0
AHVM,   ,36,    ,N Y,Amsterdam        ,CTY,42.95,-74.2,,0,1531,0,0
AHVT,   ,9,    ,CONN,Amston           ,CTY,41.625277,-72.34361,,0,1532,0,0
AHVV,   ,EC,SEAN,ECUAD,Ana Maria        ,AFD,-0.95,-79.416666,,0,1533,0,0
AHVX,AAA,FP,NTGA,FPOLY,Anaa             ,CAP,-17.353888,-145.509722,,0,1534,0,0
AHWH,   ,30,    ,MONT,Anaconda         ,CTY,47.116666,-112.966666,,0,1535,0,0
AHWM,   ,53,    ,WASH,Anacortes        ,CTY,48.5,-122.633333,,0,1536,0,0
AHWN,   ,2,    ,ALS,Amook Island     ,COM,57.5,-153.85,,0,1537,0,0
AHWQ,4B2,53,    ,WASH,Anacortes        ,PRT,48.516666,-122.616666,,0,1538,0,0
AHWR,   ,TH,    ,THAIL,Amphoe Ban Phai  ,CTY,16.05,102.716666,,0,1539,0,0
AHWS,   ,TH,    ,THAIL,Amphoe Phachi    ,CTY,14.45,100.716666,,0,1540,0,0
AHWV,OR1,IZ,ORN2,IRAQ,Nejef New        ,APT,31.989721,44.404166,,0,1541,0,0
AHWX,OS2,SY,OS64,SYRIA,An Nasiriyah     ,MAP,33.918888,36.866666,,0,1542,0,0
AHXM,   ,11,    ,DIC,Anacostia        ,NYI,38.866666,-76.983333,,0,1543,0,0
AHXQ,   ,11,    ,DIC,Anacostia Afit 01,SCH,38.866666,-77.05,,0,1544,0,0
AHXR,   ,11,    ,DIC,Anacostia Afit 02,SCH,38.866666,-77.05,,0,1545,0,0
AHXS,   ,TH,    ,THAIL,Amphoe Ban Pong  ,CTY,13.8,99.883333,,0,1546,0,0
AHXT,   ,TH,    ,THAIL,Amphoe Nang Rong ,APT,14.630277,102.769721,,0,1547,0,0
AHYK,AOE,TU,LTBY,TURKY,Anadolu          ,AFD,39.810833,30.52111,,0,1548,0,0
AHYM,   ,40,    ,OKLA,Anadarko         ,CTY,35.083333,-98.233333,,0,1549,0,0
AHYN,   ,RS,    ,RUSSI,Anadyr           ,PRT,64.733333,177.516666,,0,1550,0,0
AHZJ,   ,SA,    ,SAUDI,Amayin           ,APT,23.985833,39.078332,,0,1551,0,0
AHZK,LR9,TU,    ,TURKY,Cekmece Anbarli  ,PRT,40.966666,28.7,,0,1552,0,0
AHZL,   ,6,    ,CAL,Anaheim Afit 01  ,SCH,34,-118.333333,,0,1553,0,0
AHZM,   ,6,    ,CAL,Anaheim          ,CTY,33.85,-117.916666,,0,1554,0,0
AHZN,   ,15,    ,HAW,Anahola          ,RPA,22.15,-159.316666,,0,1555,0,0
AHZQ,   ,2,    ,ALS,Anaktuvuk Pass   ,CTY,68.133333,-151.75,,0,1556,0,0
AHZR,   ,MU,    ,OMAN,Anauz West       ,APT,20.402222,56.263333,,0,1557,0,0
AHZS,   ,38,    ,N DAK,Anamoose         ,CTY,47.882499,-100.240833,,0,1558,0,0
AHZT,   ,19,    ,IOWA,Anamosa          ,CTY,42.108333,-91.284999,,0,1559,0,0
AHZU,   ,RP,    ,PHILI,Anakan           ,PRT,8.85,125.133333,,0,1560,0,0
AHZV,   ,RQ,    ,PUERT,Anasco           ,CTY,18.283333,-67.116666,,0,1561,0,0
AHZW,   ,53,    ,WASH,Anatone          ,CTY,46.134999,-117.131388,,0,1562,0,0
AHZX,   ,54,    ,W VA,Anawalt          ,CTY,37.335833,-81.436666,,0,1563,0,0
AHZY,YAA,CA,CAJ4,CANAD,Anahim Lake      ,AFD,52.4525,-125.303333,,0,1564,0,0
AHZZ,   ,17,    ,ILL,Anchor           ,CTY,40.568054,-88.535555,,0,1565,0,0
AJ00,   ,AJ,    ,AZERB,Azerbaijan       ,OPA,40.5,47.5,,0,0,,0
AJA0,   ,GR,    ,GREEC,Anavissos        ,PRT,37.733333,23.95,,0,1566,0,0
AJA1,AKP,2,PAKP,ALS,Anaktuvuk Pass   ,APT,68.137499,-151.739999,,0,1567,0,0
AJAA,   ,MA,    ,MADAG,Analalava        ,PRT,-14.616666,47.75,,0,1568,0,0
AJAB,   ,FR,    ,FRANC,Ancerville       ,CTY,48.633333,5.016666,,0,1569,0,0
AJAC,   ,2,    ,ALS,Anchor Point     ,RPA,59.779166,-151.830554,,0,1570,0,0
AJAD,   ,RS,    ,RUSSI,Anama            ,PRT,43.816666,146.75,,0,1571,0,0
AJAE,APS,BR,SBAN,BRAZL,Base Aerea       ,MAP,-16.229166,-48.964166,,0,1572,0,0
AJAG,   ,RS,    ,RUSSI,Anapa            ,PRT,44.883333,37.3,,0,1573,0,0
AJAH,   ,15,    ,HAW,Aina Haina       ,CTY,21.281943,-157.755555,,0,1574,0,0
AJAJ,   ,FR,LFDA,FRANC,Aire Sur L Adour ,APT,43.709166,-0.247777,,0,1575,0,0
AJAK,   ,2,    ,ALS,Anchorage        ,COM,61.166666,-150,,0,1576,0,0
AJAL,   ,FR,LFMA,FRANC,Aix Les Milles   ,APT,43.505555,5.367499,,0,1577,0,0
AJAM,   ,2,    ,ALS,Anchorage        ,CTY,61.166666,-149.983333,,0,1578,0,0
AJAN,   ,IZ,    ,IRAQ,Ain Zalah        ,APT,36.695277,42.61861,,0,1579,0,0
AJAP,   ,17,    ,ILL,Ancona           ,CTY,41.040555,-88.872499,,0,1580,0,0
AJAQ,   ,BR,    ,BRAZL,Ajuda            ,APT,-16.486666,-39.080277,,0,1581,0,0
AJAR,   ,34,    ,N J,Ancora           ,CTY,39.682221,-74.863333,,0,1582,0,0
AJAS,   ,LY,HLAG,LIBYA,Agedabia         ,APT,30.765,20.191388,,0,1583,0,0
AJAT,   ,30,MT05,MONT,Airpark Oscars   ,APT,45.706111,-108.622499,,0,1584,0,0
AJAU,   ,AF,    ,AFGAN,Ajrestan South   ,APT,33.485277,67.144166,,0,1585,0,0
AJAV,AJL,IN,VEAZ,INDIA,Aizawl           ,APT,23.73611,92.808333,,0,1586,0,0
AJAW,   ,KS,    ,SKORE,Air Museum Strip ,APT,37.523332,126.926666,,0,1587,0,0
AJAX,   ,SI,LJAJ,SLOVE,Ajdovscina       ,APT,45.892499,13.886666,,0,1588,0,0
AJAY,   ,SO,    ,SOMAL,Ainabo           ,AFD,8.953888,46.421388,,0,1589,0,0
AJBQ,ANC,2,PANC,ALS,Ted Stevens Ancho,IAP,61.174443,-149.996388,,0,1590,0,0
AJBR,YC6,2,    ,ALS,Anchorage        ,PRT,61.216666,-149.9,,0,1591,0,0
AJBS,   ,2,    ,ALS,Anchorage        ,STG,61.166666,-149.983333,,0,1592,0,0
AJBV,   ,2,    ,ALS,Anchor R 1 North ,COM,61.166666,-149.983333,,0,1593,0,0
AJBW,   ,2,    ,ALS,Anchor Rabit Crk ,COM,61.166666,-149.983333,,0,1594,0,0
AJBY,   ,21,    ,KEN,Anchorage        ,CTY,38.266666,-85.533054,,0,1595,0,0
AJCU,   ,CA,    ,CANAD,Ancienne Lorette ,CTY,46.783333,-71.483333,,0,1596,0,0
AJEL,   ,21,    ,KEN,Anco             ,CTY,37.249721,-83.054444,,0,1597,0,0
AJEU,   ,PM,    ,PANMA,Ancon            ,CTY,8.95,-79.55,,0,1598,0,0
AJEV,ED9,PE,    ,PERU,Ancon            ,PRT,-11.766666,-77.166666,,0,1599,0,0
AJGU,   ,IT,    ,ITALY,Ancona           ,CTY,43.616666,13.366666,,0,1600,0,0
AJGX,LA5,IT,    ,ITALY,Ancona           ,PRT,43.616666,13.5,,0,1601,0,0
AJGY,   ,36,    ,N Y,Ancram           ,CTY,42.050555,-73.636666,,0,1602,0,0
AJHF,   ,36,    ,N Y,Ancramdale       ,CTY,42.018054,-73.591666,,0,1603,0,0
AJHG,   ,18,    ,IND,Andersonville    ,CTY,40.21861,-85.43111,,0,1604,0,0
AJHJ,JAT,NO,    ,NORWY,Andalsnes        ,PRT,62.566666,7.683333,,0,1605,0,0
AJHK,   ,20,    ,KAN,Andale           ,CTY,37.790555,-97.629166,,0,1606,0,0
AJHW,   ,1,    ,ALA,Andalusia        ,CTY,31.316666,-86.483333,,0,1607,0,0
AJJH,   ,17,    ,ILL,Andalusia        ,CTY,41.439166,-90.717499,,0,1608,0,0
AJJK,   ,GM,    ,GERMA,Andernach        ,PRT,50.433333,7.4,,0,1609,0,0
AJJW,   ,GQ,    ,GUAM,Andersen         ,ADM,13.483333,144.833333,,0,1610,0,0
AJJY,UAM,GQ,PGUA,GUAM,Andersen Afb     ,MAP,13.582499,144.927499,,0,1611,0,0
AJKA,   ,GQ,    ,GUAM,Andersen         ,AFS,13.583333,144.916666,,0,1612,0,0
AJKD,   ,GQ,    ,GUAM,Andersen 01      ,COM,13.583333,144.916666,,0,1613,0,0
AJKE,   ,GQ,    ,GUAM,Andersen 02      ,COM,13.583333,144.916666,,0,1614,0,0
AJKG,   ,GQ,    ,GUAM,Andersen         ,NAV,13.527777,144.8125,,0,1615,0,0
AJKL,   ,GQ,    ,GUAM,Andersen 01      ,FHG,13.583333,144.916666,,0,1616,0,0
AJKP,   ,GQ,    ,GUAM,Andersen 04      ,FHG,13.583333,144.916666,,0,1617,0,0
AJKU,   ,GQ,    ,GUAM,Andersen 01      ,POL,13.583333,144.916666,,0,1618,0,0
AJKV,   ,GQ,    ,GUAM,Andersen 02      ,POL,13.583333,144.916666,,0,1619,0,0
AJKZ,   ,GQ,    ,GUAM,Andersen         ,NAV,13.583333,144.916666,,0,1620,0,0
AJLD,   ,GQ,    ,GUAM,Andersen         ,ADM,13.583333,144.933333,,0,1621,0,0
AJLT,   ,2,    ,ALS,Anderson         ,CTY,64.416666,-149.25,,0,1622,0,0
AJLU,   ,6,    ,CAL,Anderson         ,CTY,40.466666,-122.3,,0,1623,0,0
AJND,   ,18,    ,IND,Anderson         ,CTY,40.105277,-85.680277,,0,1624,0,0
AJNK,   ,29,    ,MO,Anderson         ,CTY,36.583333,-94.466666,,0,1625,0,0
AJPF,   ,45,    ,S CAR,Anderson         ,CTY,34.5,-82.5,,0,1626,0,0
AJPG,   ,GM,    ,GERMA,Anderson Barracks,AIN,49.85,8.293333,,0,1627,0,0
AJPT,UBF,JA,    ,JAPAN,Aja Port         ,PRT,26.216666,127.666666,,0,0,,0
AJQK,AND,45,KAND,S CAR,Anderson Rgnl    ,CAP,34.494721,-82.709444,,0,1628,0,0
AJQL,   ,53,    ,WASH,Anderson Island  ,ISL,47.16,-122.705,,0,1629,0,0
AJQN,   ,37,    ,N CAR,Anderson Creek   ,CTY,35.566666,-81.083333,,0,1630,0,0
AJQP,AID,18,KAID,IND,Anderson Muni Dar,CAP,40.108611,-85.613055,,0,1631,0,0
AJQQ,   ,13,    ,GEO,Andersonville    ,CTY,32.195833,-84.139999,,0,1632,0,0
AJQR,   ,KS,    ,SKORE,Andong           ,CTY,36.566666,128.733333,,0,1633,0,0
AJQS,   ,MU,    ,OMAN,Andhur           ,APT,18.036944,54.581943,,0,1634,0,0
AJQT,AZN,UZ,UT71,UZBEK,Andizhan         ,AFD,40.727777,72.293888,,0,1635,0,0
AJRA,   ,51,    ,VIR,Andersonville    ,CTY,37.467221,-78.569166,,0,1636,0,0
AJRB,   ,36,    ,N Y,Andes            ,CTY,42.18861,-74.78611,,0,1637,0,0
AJRM,   ,9,    ,CONN,Andover          ,CTY,41.737221,-72.370832,,0,1638,0,0
AJRQ,   ,17,    ,ILL,Andover          ,CTY,41.293888,-90.291944,,0,1639,0,0
AJRT,   ,19,    ,IOWA,Andover          ,CTY,41.979166,-90.251666,,0,1640,0,0
AJRX,   ,20,    ,KAN,Andover          ,RPA,37.713888,-97.13611,,0,1641,0,0
AJSF,   ,23,    ,MNE,Andover          ,CTY,44.65,-70.783333,,0,1642,0,0
AJTF,   ,25,    ,MASS,Andover          ,CTY,42.633333,-71.15,,0,1643,0,0
AJTK,   ,39,    ,OHIO,Andover          ,CTY,41.6,-80.566666,,0,1644,0,0
AJTM,   ,AO,    ,ANGOL,Angola           ,CTY,-13,15,,0,1645,0,0
AJTN,   ,34,    ,N J,Andover          ,CTY,40.966666,-74.75,,0,1646,0,0
AJTR,   ,23,    ,MNE,Andover 01       ,CTY,44.634999,-70.755,,0,1647,0,0
AJTS,   ,36,    ,N Y,Andover          ,CTY,42.156388,-77.795833,,0,1648,0,0
AJTZ,   ,46,    ,S DAK,Andover          ,CTY,45.411666,-97.906666,,0,1649,0,0
AJUC,   ,UK,    ,UK,Andover          ,AFD,51.209722,-1.522221,,0,1650,0,0
AJUF,   ,UK,    ,UK,Andover          ,CTY,51.216666,-1.483333,,0,1651,0,0
AJUL,   ,VE,SVIE,VENEZ,Andres Miguel Sal,APT,10.794444,-63.981666,,0,1652,0,0
AJUO,   ,NO,    ,NORWY,Andoya           ,POL,69.292221,16.145555,,0,1653,0,0
AJUP,JAH,NO,    ,NORWY,Andoya Kvalnes Pi,PRT,69.083333,15.666666,,0,1654,0,0
AJUQ,   ,2,    ,ALS,Andreafski       ,CTY,62.05,-163.166666,,0,1655,0,0
AJUR,CJ3,DR,    ,DOMRP,Andres           ,PRT,18.433333,-69.616666,,0,1656,0,0
AJUS,   ,51,    ,VIR,Andover          ,CTY,36.92361,-82.796666,,0,1657,0,0
AJUT,   ,SA,    ,SAUDI,Az Zahran        ,CTY,26.307777,50.133333,,0,1658,0,0
AJUW,   ,BR,SDDN,BRAZL,Andradina        ,AFD,-20.924999,-51.381943,,0,1659,0,0
AJUZ,   ,6,    ,CAL,Andrade          ,CTY,32.716666,-114.719999,,0,1660,0,0
AJVA,   ,SP,    ,SPAIN,Andraitx         ,PRT,39.533333,2.383333,,0,1661,0,0
AJWF,PYR,GR,LGAD,GREEC,Andravida        ,JAP,37.920554,21.29611,,0,1662,0,0
AJWN,   ,RS,    ,RUSSI,Andbeeva Bay Fac ,NYI,69.450277,32.357222,,0,1663,0,0
AJWQ,   ,19,    ,IOWA,Andrew           ,CTY,42.153611,-90.592221,,0,1664,0,0
AJWV,   ,18,    ,IND,Andrews          ,CTY,40.8625,-85.601666,,0,1665,0,0
AJWY,   ,FR,    ,FRANC,Andresy          ,CTY,48.916666,2,,0,1666,0,0
AJXF,ADW,24,KADW,MLD,Andrews Afb      ,MAP,38.810833,-76.867221,,0,1667,0,0
AJXG,   ,24,    ,MLD,Andrews Afb      ,NYI,38.811111,-76.867499,,0,1668,0,0
AJXH,   ,24,    ,MLD,Andrews       Ang,ANX,38.8,-76.866666,,0,1669,0,0
AJXJ,   ,45,    ,S CAR,Andrews          ,ANX,33.466666,-79.55,,0,1670,0,0
AJXK,   ,24,    ,MLD,Andrews          ,RTC,38.810833,-76.867221,,0,1671,0,0
AJXL,   ,24,    ,MLD,Andrews Afb      ,ADM,38.810833,-76.867221,,0,1672,0,0
AJXP,   ,24,    ,MLD,Andrews          ,CTY,38.356666,-76.110277,,0,1673,0,0
AJYK,   ,24,    ,MLD,Andrews Pls      ,POL,38.8,-76.866666,,0,1674,0,0
AJYN,   ,45,    ,S CAR,Andrews          ,CTY,33.466666,-79.55,,0,1675,0,0
